NameDeposit,Includes,OtherNames,Country,CountryCode,StateProvince,LatitudeDecimal,LongitudeDecimal,AgeMY,Deposit Age,Tonnage,Copper grade,Molybdenum grade,Gold grade,Silver grade,Subtype,EmpacementDepthkm,Assoc Deposits less 10km,Assoc Deposits less 5km,DepositID,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,Minerals,RocksInDeposit,RocksOnMap,RocksOnMapInDeposit,DiscoveryDate,StartupDate,OreAAxis,OreBAxis,OreArea,AlterAAxis,AlterBAxis,AlterArea,SulfideAAxis,SulfideBAxis,SulfideArea,Comments,References
Sungun,,Songun,Iran,IRAN,Azarbaijan,38.8075,46.3711111111111,14.9,Miocene,740,0.661,0.024,0,0,17,1.5,n.d.,"18b, 22c",398,38,48,27,46,22,16,"anhydrite/gypsum, biotite, bismuthinite, bornite, calcite, chalcopyrite, chlorite, epidote, galena, gold, ilmenite, kaolinite/illite, magnetite, molybdenite, pyrite, pyrrhotite, rutile, sphalerite, scheelite, sericite, tetrahedrite/tennantite, uraninite ","andesite dike, diorite, granodiorite, quartz monzodiorite, quartz monzonite, skarn","basalt, conglomerate, siltstone ","andesite, dacitic breccia, granite, limestone, marl, sandstone, shale, shoshonite, syenite, trachyandesite ",1969,1998,2.3,1.5,2.7,0,0,0,0,0,0,"Inferred resource of 1,700 Mt (Mobin Projects, 2006).","Calagari, A.A., 2004, Fluid inclusion studies in quartz veinlets in the porphyry copper deposit at Sungun, East-Azerbaidjan, Iran: Journal of Asian Earth Sciences, v. 23, p. 179–189. 

Ghanbari, E., 2000,  Tectonics of copper deposits of Sungun (Karadagh region) in Azerbaijan-Iran: 31st International Geological Congress Abstracts Volume, CD Issue, Section 11-8, Rio de Janeiro.

Hezarkhani, A., and Williams-Jones, A.E., 1998, Controls of alteration and mineralization in the Sungun porphyry copper deposit, Iran: evidence from fluid inclusions and stable isotopes: Economic Geology, v. 93, p. 651–670.

Hezarkhani, A., 2006, Petrology of the intrusive rocks within the Sungun porphyry copper deposit, Azerbaijan, Iran: Journal of Asian Earth Sciences, v. 27, p. 326–340.

Leaman, P., and Staude, J.-M., 2003, Metallogenic evolution of the western Tethys of Turkey and Iran, MMAJ Forum Presentation, 24 p.: www.mmaj.go.jp/mric_web/MMAJ_Forum

Mobin Projects, 2006, Sungun copper mine, 2 p.: www.mobinco.com/en/projects/sungun/index.php

Samani, B., 1999, Distribution, setting and metallogenesis of copper deposits in Iran, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective: Conference Proceedings, Australian Mineral Foundation, Glenside South Australia, p.135-158.

Zarasvandi, A., Liaghat, S., and Zentilli, M., 2005, Porphyry copper deposits of the Urumieh-Dokhtar magmatic arc, Iran, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 441–452."
Calabona,,,Italy,ITLY,Sardinia,40.5319444444444,8.365,30.5,34–27,189,0.07,0,0,0.5,17,1,n.d.,19a,345,40,31,55,8,21,54,"albite, anhydrite/gypsum, biotite, bornite, calcite, chalcocite, chalcopyrite, chlorite, covellite, digenite, djurleite, enargite, epidote, galena, gold, kaolinite/illite, luzonite, magnetite, molybdenite, montmorillonite, pyrite, sericite, sphalerite, tetrahedrite ","andesite porphyry, dacite porphyry, quartz andesite porphyry",n.d.,"agglomerate, conglomerate, dolostone, ignimbrite, limestone, marl, sandstone, schist, siltstone, trachyandesite, trachyandesite pyroclastics ",pre-Etruscan,1911,0,0,0,0,0,0,0,0,0,"Tonnage/grade includes production during 1911–1922, >9,000 t at 9.0% Cu, ≤2.5 g/t Au.","Jaffé, F.C., 1975, Calabona copper mineralization near Alghero, Sardinia, Italy: Institution of Mining and Metallurgy, Transactions, Section B: Applied Earth Science, v. 84, no. 828, p. B152–B153.

Fadda, S., Fiori, M., Grillo, S.M., Prochaska, W., 2007, Porphyry type mineralizations in Sardinia (Italy), in Andrew, 
C.J., and others, eds., Digging Dipper: Proceedings of the 9th Biennial Meeting of the Society for Geology Applied to Mineral Deposits, v. 2, p. 1359–1362. 

Frezotti, M.L., Ghezzo, C., and Stefanini, B., 1992, The Calabona intrusive complex (Sardinia, Italy): evidence for a porphyry copper system: Economic Geology, v. 87, p. 425–436.

Stefanini, B., and Williams-Jones, E., 1996, Hydrothermal evolution in the Calabona porphyry copper system (Sardinia, Italy): the path to an uneconomic deposit: Economic Geology, v. 91, p. 774–791."
Carbonia ,,,Italy,ITLY,Sardinia,39.1705555555556,8.49638888888889,30,30,,0,0,0,0,17,0,n.d.,19a,347,39,10,14,8,29,47,"barite, biotite, chalcopyrite, chlorite, epidote, galena, gold, magnetite, molybdenite, pyrite, sphalerite ",n.d.,"granite, granodiorite, monzonite, skarn","andesite, andesite porphyry, argillite, conglomerate, metasedimentary rocks, sandstone, siltstone",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Boni, M., Koppel, V., Fruh-Green, and Hansmann, W., 1992, Late to post-Hercynian hydrothermal activity and mineralization in southwest Sardinia (Italy): Economic Geology, v. 87, p. 2113–2137.

Maccioni, L., Marchi, M., Padalino, G, and Pretti, S., 1992, Preliminary geochemical exploration in semiarid climate: the case of a porphyry-type occurrence in Sardinia (Italy): Journal of Geochemical Exploration, v. 42, p. 261–272."
Ogliastra,,,Italy,ITLY,Sardinia,39.8169444444444,9.51583333333333,285,285,,0,0,0,0,17,0,n.d.,n.d.,346,39,49,1,9,30,57,"biotite, chalcopyrite, epidote, galena, magnetite, molybdenite, pyrite, sphalerite",n.d.,"andesite, basalt","granite, granodiorite, tonalite, phyllite, rhyolite dike, slate",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Fiori, M., Garbarino, C., Maccioni, L., Masi. U., Padalino, G., Palomba, M., Ranieri, G., and Violo, M., 1984, Cu-Mo-Zn mineralizations in the Hercynian plutonites from Ogliastra, in  Janelidze, T.V., and Tvalchrelidze, A.G., eds., Proceedings of the Sixth Quadrarennial IAGOD Symposium held in Tbilisi, USSR, September 6-12: E. Schweizerbart’sche Verlagsbuchhandlung, Stuttgart, p. 321– 333."
Aktogai,Aiderly,"Aktogay, Aqtogai",Kazakhstan,KAZN,,46.9333333333333,79.9666666666667,333,354–312,2636,0.39,0.01,0.026,1.43,21a,2,n.d.,n.d.,432,46,56,,79,58,,"albite, atacamite, azurite/malachite, anhydrite, biotite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cubanite, digenite, epidote, galena, goethite/limonite, hematite, ilmenite, mackinawite, magnetite, molybdenite, muscovite/sericite, pentlandite, prehnite, pyrite, pyrrhotite, rutile, safflorite, sericite, sphalerite, tetrahedrite/tennantite, titanite, tourmaline, wittichenite, wolframite, zeolite ","breccia, granite porphyry, granodiorite porphyry, quartz diorite porphyry",gabbro,"andesite, andesitic basalt, andesitic dacite, conglomerate, dacite tuff, diabase dike, diabase porphyry, diorite, granite, granodiorite, ignimbrite, monzonite, quartz diorite, tuff, tuffaceous sandstone",n.d.,n.d.,0,0,0,9.2,1,7.2,0,0,0,"Exposed. 50 to 2,700 ppm (average 850 ppm) Re in molybdenite. ","Berzina, A.N., Sotnikov, V.I., Economou-Eliopoulos, M., Eliopoulos, D.G., 2005, Distribution of rhenium in molybdenite from porphyry Cu-Mo and Mo-Cu deposits of Russia (Siberia) and Mongolia: Ore Geology Reviews, v. 26, p. 91–113.

Cooke, D.R., Hollings, P., and Walshe, J.L., 2005, Giant porphyry deposits: characteristics, distribution, and tectonic controls: Economic Geology, v. 100, p. 801–818.

Kolesnikov, V. V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). 

Metal Mining Agency of Japan, 1997, Non-ferrous metal deposits of C.I.S. countries and Mongolia: Metal Mining Agency of Japan, 20 p.

Mutschler, F.E.; Ludington, S.; Bookstrom, A.A., 2000, Giant porhyry-related metal camps of the world; a database: USGS Open-File Report 99-556, Online version 1.0: http://pubs.er.usgs.gov/usgspubs/ofr/ofr99556

Pavlova, I.G., 1978,  Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).

Seltman, R., and Porter, T.M., 2005, The porphyry Cu-Au/Mo deposits of Central Eurasia. 1. Tectonic, geologic and metallogenic setting, and significant deposits, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 467–512. 

Sokolov, A.L., 1999, Regional and local controls on gold and copper mineralization in central Asia and Kazakhstan, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective, Conference Proceedings: Australian Mineral Foundation, Glenside, South Australia, p. 181-190.

Zhukov, N.M., Filimonova, L.E., 1982, Metasomatites and hypogene mineralization in the Aktogai porphyry copper deposit: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 24, no. 2, p. 102–110 (in Russian).

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.

Zvezdov, V.S., Migachev, I.F., and Girfanov, M.M., 1993, Porphyry copper deposits of the CIS and the models of their formation: Ore Geology Reviews, v. 7, p. 511-549."
Almaly,,,Kazakhstan,KAZN,,48.6833333333333,73.7,310,Middle–Late Carboniferous,,0,0,0,0,17,0,n.d.,n.d.,632,48,41,,73,42,,"azurite/malachite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cuprite, epidote, fahlore, fluorite, galena, goethite, gold, hematite, magnetite, molybdenite, muscovite/sericite, powellite, pyrite, pyrrhotite, sphalerite, topaz, wulfenite","aplite, breccia, diorite porphyry, granite porphyry, granodiorite porphyry, granosyenite porphyry, quartz diorite porphyry ",n.d.,"andesite, granite, granodiorite, hornfels, sandstone, trachydacite, tuffaceous sandstone, tuff",start of 20th century,n.d.,0,0,0,2.3,0.3,0.54,0,0,0,"Medium size deposit, small mining operations at the start of 20th century. Grades: 0.3–0.9% Cu, 0.001–0.006% Mo, up to 0.7 g/t Au; 0.15% Pb, 0.03% Bi. Exposed. ","Kolesnikov, V. V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Baiskoe,,,Kazakhstan,KAZN,,49.1591666666667,75.6008333333333,310,Middle-Late Carboniferous,,0,0,0,0,17,0,n.d.,n.d.,431,49,9,33,75,36,3,"arsenopyrite, azurite/malachite, biotite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, cubanite, cuprite, fahlore, galena, gold, hematite, limonite, magnetite, molybdenite, pyrite, pyrrhotite, sericite, sphalerite, tourmaline",n.d.,n.d.,"conglomerate, dacite, diabase, diorite porphyry, felsite porphyry, granite porphyry, granodiorite porphyry, sandstone, siltstone, syenite porphyry, rhyolite, tuff",n.d.,n.d.,0,0,0,0,0,0,0,0,0,Small deposit with average grades: 0.43–0.53% Cu and 0.004–0.007% Mo; 946 to 980 g/t Re in molybdenite from concentrate.,"Kolesnikov, V. V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Bataly,,,Kazakhstan,KAZN,,52.8833333333333,61.4166666666667,301,310–292,,0,0,0,0,17,0,n.d.,n.d.,413,52,53,,61,25,,"albite, arsenopyrite, bornite, chalcocite, chalcopyrite, covellite, cubanite, epidote, galena, goethite, gold, hematite, hydrolepidocrockite, magnetite, malachite, molybdenite, pyrite, scheelite, sericite, sphalerite, tetrahedrite, tourmaline","breccia, granodiorite, granodiorite porphyry, diorite porphyry",n.d.,"andesite porphyry, andesite pyroclastics, andesitic basalt, basalt pyroclastics, dacite, diorite porphyry, andesite pyroclastics, ",n.d.,n.d.,0,0,0,25,1,2,0,0,0,100% of the deposit area is covered by Mezozoic-Cenozoic sediments.  ,"Grabezhev, A., and Borovikov, Y., 1993, Porphyry-copper deposits of the Urals: Proceedings of the 29th International Geological Congress, 1992, Mineral Resources Symposia, Volume A: Resource Geology Special Issue, no. 15, Tokyo, p. 275–284.    

Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). 

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Benkala,,,Kazakhstan,KAZN,,51.7666666666667,61.75,312,318–306,309,0.42,0.003,0.07,0,17,0,n.d.,18b,414,51,46,,61,45,,"albite, apatite, barite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, epidote, goethite, gypsum, hematite, malachite, jarosite, magnetite, malachite, molybdenite, prehnite, pyrite, pyrrhotite, sericite, tourmaline, valleriite","breccia, andesite porphyry dike, gabbro-diabase dike, granite porphyry, lamprophyre, tonalite porphyry, skarn",n.d.,"andesite, andesite agglomerate, diorite, granite, granodiorite, mudstone, quartz diorite, rhyodacitic agglomerate, siltstone, tuffaceous sandstone ",1960s,n.d.,0,0,0,1.2,0.7,0.66,0,0,0,Ore contains Re <0.01 to 0.06 ppm. 100% of the deposit area is covered by Mezozoic-Cenozoic sediments.,"Grabezhev, A.I., 2007, Rhenium in ores of porphyry copper deposits in the Urals: Doklady Earth Sciences, v. 413, no. 2, p. 265–268. 

Grabezhev, A., and Borovikov, Y., 1993, Porphyry-copper deposits of the Urals: Proceedings of the 29th International Geological Congress, 1992, Mineral resources Symposia, Volume A: Resource Geology Special Issue, no. 15, Tokyo, p. 275–284.    

Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). 

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Besshoky,,,Kazakhstan,KAZN,,48.2266666666667,76.2722222222222,310,Middle-Late Carboniferous,,0,0,0,0,17,0,n.d.,n.d.,428,48,13,36,76,16,20,"alunite, andalusite, azurite/malachite, chalcopyrite, chlorite, chrysocolla, diaspore, enargite, epidote, famatinite, ferberite, ferrimolybdite, jarosite, limonite, kaolinite, molybdenite, pyrite, sericite","granodiorite porphyry, quartz diorite porphyry",rhyolite,"andesite, andesitic dacite,  granodiorite, dacite, sandstone, siltstone, tuff",n.d.,n.d.,0,0,0,2,1.35,2.1,0,0,0,Resource: 138 Mt at 0.52% Cu and 0.002% Mo. Exposed.,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Pavlova, I.G., 1978,  Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Borly,,,Kazakhstan,KAZN,,47.5019444444444,74.0833333333333,329,329,94.4,0.34,0.011,0.3,3.4,17,0,"17, 22c",n.d.,419,47,30,7,74,5,,"anhydrite/gypsum, bismuth, bornite, chalcocite, chalcopyrite, chlorite, digenite, epidote, fahlore, galena, gold, hematite, magnetite, marcasite, molybdenite, prehnite, pyrite, pyrrhotite, sericite, silver, sphalerite, tennantite, tourmaline","breccia, diabase porphyry dike, granite porphyry, monzonite porphyry dike",n.d.,"andesite, dacite, diorite porphyry, granodiorite, granodiorite porphyry, granosyenite porphyry, quartz diorite, rhyodacite tuff, rhyolite porphyry, rhyolite tuff, trachydacite ",n.d.,n.d.,0,0,0,0,0,0,0,0,0,Exposed. ,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). 

Kudryavtsev, Y.K., 1996, The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Boshchekul,,Bozshakol,Kazakhstan,KAZN,,51.8166666666667,74.1833333333333,479,481–477,1000,0.67,0.0023,0.049,1.61,17,0,n.d.,n.d.,420,51,49,,74,11,,"albite, altaite, azurite/malachite, barite, biotite, bismuthinite, bornite, brochantite, carbonate, chalcanthite, chalcocite, chalcopyrite, chlorite, cubanite, covellite,  electrum, epidote, fluorite, galena, goethite, gold, gypsum, hessite, kaolinite, linneite, mackinawite, magnetite, marcasite, molybdenite, pentlandite, prehnite, pyrite, pyrrhotite, sericite, silvanite, silver, sphalerite, tetrahedrite/tennantite, zeolite","breccia, diorite porphyry, granodiorite porphyry, syenite porphyry, tonalite porphyry","conglomerate, gabbro, quartzite, rhyolite","andesite porphyry, andesitic tuff, diabase, limestone, sandstone, siltstone, spilite, trachyandesite porphyry, trachydacite porphyry",1930,1970,3,0.5,1.2,6.3,1.5,7.4,0,0,0,"Resource above by Mutschler and others (2000); reserve 176.2 mt at 0.72% Cu, 0.014% Mo, 0.28 g/t Au, 9.06 g/t Ag by Kudryavtsev (1996). 0.59–1.04 g/t Pt, 0.28–0.37 g/t Pd in concentrate; 230 to 1,500 ppm (average 882 ppm) Re in molybdenite.  Exposed.","Berzina, A.N., Sotnikov, V.I., Economou-Eliopoulos, M., Eliopoulos, D.G., 2005, Distribution of rhenium in molybdenite from porphyry Cu-Mo and Mo-Cu deposits of Russia (Siberia) and Mongolia: Ore Geology Reviews, v. 26, p. 91–113.

Kaufman, M.A., 1992, A look at the mineral endowment and investment possibilities in the Russian, Kazakh and Uzbek Republics, C.I.S.: manuscript paper, Northwest Mining Association 98th Annual Convention, Spokane, Washington, December 2-4, 1992, 9 p.

Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian). 

Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Mutschler, F.E.; Ludington, S.; Bookstrom, A.A., 2000, Giant porhyry-related metal camps of the world; a database: USGS Open-File Report 99-556, Online version 1.0: http://pubs.er.usgs.gov/usgspubs/ofr/ofr99556

Pavlova, I.G., 1978,  Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Seltman, R., and Porter, T.M., 2005, The porphyry Cu-Au/Mo deposits of Central Eurasia. 1. Tectonic, geologic and metallogenic setting, and significant deposits, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 467–512.

Shatov, V.V., 1999, Alteration-mineralization model for Cu-Mo porphyry system of the Bozshakol deposit, Central Kazakhstan, in Stanley, C.J., and others, eds., Mineral deposits: processes to processing, v. 1: Proceedings of the Fifth Biennial SGA Meeting, Balkema, Rotterdam, p. 437–440. 

Sokolov, A.L., 1999, Regional and local controls on gold and copper mineralization in central Asia and Kazakhstan, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective, Conference Proceedings: Australian Mineral Foundation, Glenside, South Australia, p. 181-190.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Chatyrkul,,,Kazakhstan,KAZN,,43.6202777777778,74.2611111111111,400.5,446–355,90.7,0.6,0,0,0,17,0,n.d.,n.d.,421,43,37,13,74,15,40,"albite, barite, chalcocite, chalcopyrite, chlorite, epidote, fluorite, galena, gold, hematite, magnetite, molybdenite, pyrite, sericite, sphalerite, zeolite",n.d.,diorite,"granite, granodiorite, schist, greenschist",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian). 

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Plyushchev, E.V., 1993, Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Sokolov, A.L., 1999, Regional and local controls on gold and copper mineralization in central Asia and Kazakhstan, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective, Conference Proceedings: Australian Mineral Foundation, Glenside, South Australia, p. 181-190."
Karatas,,,Kazakhstan,KAZN,,46.65,73.6333333333333,310,Middle–Late Carboniferous,29,0.44,0.024,0,0,17,0,17,18b,418,46,39,,73,38,,"braunite, chalcopyrite, epidote, galena, hausmannite, hematite, magnetite, marcasite, molybdenite, pyrite, pyrrhotite, sphalerite, ",skarn,"gabbro, syenite ","amphibolite, dacite, dolomite, granite, granodiorite, limestone, plagiogranite, rhyolite, sandstone",n.d.,n.d.,0,0,0,0,0,0,0,0,0,"Reserve (mostly skarn): 29 Mt at 0.44% Cu and 0.024% Mo. Reserves also calculated for Ag, Se, Te, Re, In, and Co. Exposed.","Kudryavtsev, Y.K., 1996, The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144.

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Plyushchev, E.V., 1993, Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

 Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Kazkyrmyskoye,Vostok,Kaskyrmys,Kazakhstan,KAZN,,45.4833333333333,74.2833333333333,375,Middle-Late Devonian?,375,0.41,0.007,0.059,0.79,17,0,n.d.,22c,422,45,29,,74,17,,"alunite, biotite, bornite, chalcocite, chalcopyrite, enargite, galena, gold, molybdenite, magnetite, marcasite, pyrite, sphalerite, tennantite","breccia, granite porphyry, granodiorite porphyry, granosyenite  ",n.d.,"andesite, dacite, diabase, diorite, diorite porphyry, granite, gritstone, sandstone, shale, trachyandesite, trachyrhyodacite, tuff, ",1987,n.d.,0,0,0,2.5,1.5,2.9,0,0,0,100% of the deposit area is covered by thick Tertiary clay. ,"Cox, D.P., 2001, written communication.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Kenkuduk ,Kaskyrkazgan,,Kazakhstan,KAZN,,47.3833333333333,75.2333333333333,293.5,310–277,23.7,0.34,0.017,0,0,17,0,17,"17, 18b",425,47,23,,75,14,,"carbonate, chalcopyrite, chlorite, galena, hematite, magnetite, molybdenite, muscovite/sericite, pyrite, sphalerite, zeolite  ","breccia, diabase dike, diorite porphyry dike, granite porphyry, granodiorite porphyry",n.d.,"diorite, granite, granodiorite, schist ",n.d.,n.d.,0,0,0,0,0,0,0,0,0,≤1.8 g/t Ag. Exposed.,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian) 

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian) 

Kudryavtsev, Y.K., 1996, The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Plyushchev, E.V., 1993,  Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
